Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_INR,Current_Price_USD,Current_Price_INR,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2026-03-07,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,503.47,42354.37,37.0,None,In Stock,4.4,2881
2026-03-07,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,825.51,70482.39,24.9,None,In Stock,3.9,1576
2026-03-07,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,615.93,52978.39,27.500000000000004,None,In Stock,4.2,637
2026-03-07,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,602.13,51641.81,29.099999999999998,None,Low Stock,4.1,914
2026-03-07,Amazon,iPhone,iPhone 17 128GB,New,849,83202,861.57,85920.46,-1.5,None,In Stock,4.6,995
2026-03-07,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,712.5,61736.26,16.1,None,In Stock,3.9,416
2026-03-07,Amazon,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,607.77,51602.32,28.4,None,Out of Stock,3.8,299
2026-03-07,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,717.19,61230.45,15.5,None,In Stock,4.0,722
2026-03-08,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,255.67,25190.3,40.400000000000006,None,Out of Stock,4.3,8759
2026-03-08,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,259.76,25244.78,39.4,None,In Stock,4.5,6825
2026-03-08,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,257.01,25590.19,40.1,None,Out of Stock,4.8,7278
2026-03-08,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,257.73,25220.64,39.900000000000006,None,In Stock,4.4,6102
2026-03-08,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,252.81,24377.25,41.099999999999994,None,Low Stock,4.7,3513
2026-03-08,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,254.23,24426.91,40.699999999999996,None,Low Stock,4.5,7263
2026-03-08,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,201.44,17372.49,53.0,None,Low Stock,4.4,4499
2026-03-08,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,259.09,25142.59,39.6,None,In Stock,4.5,3539
2026-03-08,Amazon,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,243.7,20689.96,43.2,None,In Stock,4.3,1943
2026-03-08,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,325.62,32419.55,24.099999999999998,None,In Stock,4.4,1861
2026-03-08,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,335.4,32462.2,21.8,None,Low Stock,4.8,803
2026-03-08,Amazon,Watch,Apple Watch Ultra,New,799,78302,500.42,49387.37,37.4,None,Low Stock,4.3,2340
2026-03-08,Flipkart,Watch,Apple Watch Ultra,New,799,78302,502.64,48742.33,37.1,None,In Stock,4.8,2191
2026-03-08,Amazon,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,390.66,33266.15,51.1,None,In Stock,4.3,5376
2026-03-08,Amazon,Watch,Apple Watch Ultra,New,799,78302,496.16,48515.22,37.9,None,In Stock,4.7,3159
2026-03-08,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,597.57,58076.51,25.2,None,In Stock,4.6,3240
2026-03-08,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,988.12,96424.31,10.100000000000001,None,Out of Stock,4.7,3546
2026-03-08,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,746.25,63553.64,32.1,None,In Stock,4.3,3078
2026-03-08,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1009.53,97213.18,8.1,None,In Stock,4.7,3291
2026-03-08,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,770.97,66709.27,29.799999999999997,None,In Stock,4.0,2804
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,195902,1132.32,95827.24,43.4,None,Out of Stock,4.4,5697
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1622.41,160781.67,18.8,None,In Stock,4.8,6542
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1285.07,110093.39,35.699999999999996,None,Low Stock,4.2,3313
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1684.7,163545.33,15.7,None,Low Stock,4.7,4761
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1723.24,169848.44,13.8,None,Low Stock,4.5,3443
2026-03-08,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1728.53,170221.77,13.5,None,In Stock,4.4,3512
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1679.74,166380.69,16.0,None,Low Stock,4.8,3458
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1815.56,176158.19,9.2,None,In Stock,4.8,3413
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1806.01,179027.67,9.700000000000001,None,In Stock,4.9,4457
2026-03-08,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1452.86,125615.16,27.3,None,In Stock,4.0,1406
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1809.03,175430.98,9.5,None,In Stock,4.7,2896
2026-03-08,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1267.21,108966.07,36.6,None,In Stock,4.5,4188
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1480.88,123535.8,25.900000000000002,None,In Stock,4.1,1363
2026-03-08,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1921.3,188164.23,3.9,None,Out of Stock,4.7,2421
2026-03-08,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1888.93,187995.89,5.5,None,In Stock,4.2,2035
2026-03-08,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1899.67,186706.14,5.0,None,Low Stock,4.7,2445
2026-03-08,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,198.41,19509.2,39.7,None,Out of Stock,4.7,7753
2026-03-08,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,358.95,35247.94,40.1,None,Out of Stock,4.6,6087
2026-03-08,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,355.78,34953.76,40.6,None,Out of Stock,4.8,8651
2026-03-08,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,282.0,23609.25,52.900000000000006,None,In Stock,4.5,7908
2026-03-08,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,362.71,34948.23,39.4,None,Out of Stock,4.7,6250
2026-03-08,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,893.03,87672.9,10.6,None,Low Stock,4.5,1444
2026-03-08,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,720.45,60563.01,27.900000000000002,None,In Stock,3.9,2604
2026-03-08,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,881.05,88037.28,11.799999999999999,None,In Stock,4.3,2619
2026-03-08,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,694.34,58934.37,30.5,None,In Stock,3.9,1814
2026-03-08,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,97902,764.79,64782.63,23.400000000000002,None,In Stock,4.2,3576
2026-03-08,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,902.24,89290.47,24.8,None,In Stock,4.7,2960
2026-03-08,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,912.54,88296.59,23.9,None,Low Stock,4.7,2370
2026-03-08,Amazon,iPhone,iPhone 12 64GB,New,799,78302,479.5,47168.83,40.0,None,In Stock,4.7,10011
2026-03-08,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,484.06,47589.2,39.4,None,In Stock,4.7,9210
2026-03-08,Amazon,iPhone,iPhone 13 128GB,New,799,78302,474.12,46685.65,40.699999999999996,None,Low Stock,4.6,3143
2026-03-08,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,507.3,49652.08,36.5,None,Low Stock,4.8,5299
2026-03-08,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,414.51,35565.08,48.1,None,Low Stock,4.5,5856
2026-03-08,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,700.44,68182.31,29.9,None,Low Stock,4.7,2320
2026-03-08,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,689.26,68059.02,31.0,None,Out of Stock,4.7,5427
2026-03-08,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,596.64,57598.87,25.3,None,In Stock,4.5,3939
2026-03-08,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,592.85,59010.63,25.8,None,In Stock,4.8,4342
2026-03-08,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,514.72,44139.89,35.6,None,In Stock,4.3,4367
2026-03-08,Amazon,iPhone,iPhone 15 128GB,New,799,78302,609.37,59126.11,23.7,None,In Stock,4.3,1495
2026-03-08,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,78302,416.35,35240.37,47.9,None,In Stock,4.3,3176
2026-03-08,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,608.13,59554.1,23.9,None,In Stock,4.3,2391
2026-03-08,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,705.85,59406.35,41.099999999999994,None,In Stock,4.4,3700
2026-03-08,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,687.72,68259.54,13.900000000000002,None,Low Stock,4.2,1310
2026-03-08,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,558.55,47962.06,30.099999999999998,None,In Stock,3.8,1545
2026-03-08,Amazon,iPhone,iPhone 16 128GB,New,799,78302,702.09,69424.99,12.1,None,In Stock,4.6,2627
2026-03-08,Flipkart,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,78302,536.36,45428.28,32.9,None,Out of Stock,4.2,2310
2026-03-08,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,107702,730.28,61559.78,33.6,None,In Stock,4.3,2910
2026-03-08,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1018.93,99633.18,7.3,None,In Stock,4.5,1271
2026-03-08,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,989.93,96045.93,9.9,None,Out of Stock,4.4,2121
2026-03-08,Amazon,iPhone,iPhone 17 128GB,New,849,83202,837.03,83402.91,1.4000000000000001,None,In Stock,4.9,855
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,849.42,82122.93,-0.0,None,In Stock,4.3,795
2026-03-08,Amazon,iPhone,iPhone 17 128GB,New,849,83202,848.42,82791.23,0.1,None,Low Stock,4.9,458
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,841.63,82200.63,0.8999999999999999,None,In Stock,4.9,941
2026-03-08,Amazon,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,697.25,59822.19,17.9,None,Out of Stock,3.8,397
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,858.64,83853.79,-1.0999999999999999,None,In Stock,4.4,532
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,847.51,81936.63,0.2,None,Out of Stock,4.5,494
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,837.03,80517.81,1.4000000000000001,None,In Stock,4.8,718
2026-03-08,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,851.3,83566.39,-0.3,None,In Stock,4.8,927
2026-03-09,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,259.56,25782.2,39.5,None,Low Stock,4.4,7964
2026-03-09,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,259.82,25466.41,39.4,None,Out of Stock,4.2,3873
2026-03-09,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,256.49,25518.08,40.2,None,Out of Stock,4.5,7698
2026-03-09,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,254.47,24562.95,40.699999999999996,None,In Stock,4.3,1743
2026-03-09,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,254.88,25034.3,40.6,None,In Stock,4.4,3910
2026-03-09,Amazon,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,271.14,22815.43,36.8,None,In Stock,3.9,1093
2026-03-09,Amazon,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,229.78,19910.14,46.400000000000006,None,In Stock,4.3,2495
2026-03-09,Amazon,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,279.93,24009.42,34.699999999999996,None,In Stock,4.0,2019
2026-03-09,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,325.86,32155.16,24.0,None,In Stock,4.6,2340
2026-03-09,Amazon,Watch,Apple Watch Ultra,New,799,78302,500.23,48739.23,37.4,None,Out of Stock,4.6,4761
2026-03-09,Amazon,Watch,Apple Watch Ultra,New,799,78302,498.14,48107.11,37.7,None,Low Stock,4.2,5878
2026-03-09,Flipkart,Watch,Apple Watch Ultra,New,799,78302,499.66,49517.71,37.5,None,Out of Stock,4.5,2550
2026-03-09,Amazon,Watch,Apple Watch Ultra,New,799,78302,503.15,49491.4,37.0,None,Out of Stock,4.7,6232
2026-03-09,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,590.15,58782.07,26.1,None,Out of Stock,4.3,1831
2026-03-09,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,610.21,59450.21,23.599999999999998,None,In Stock,4.6,3584
2026-03-09,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,607.12,59986.08,39.2,None,Out of Stock,4.4,5178
2026-03-09,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,903.04,87558.16,24.7,None,Out of Stock,4.4,4080
2026-03-09,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,901.01,89669.89,18.0,None,Low Stock,4.6,1423
2026-03-09,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,107702,771.83,66155.85,29.799999999999997,None,Out of Stock,4.2,3595
2026-03-09,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1617.29,156589.46,19.1,None,In Stock,4.5,8182
2026-03-09,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Renewed/Refurbished,1999,195902,1474.12,123419.1,26.3,None,Low Stock,3.8,1670
2026-03-09,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1822.55,176257.85,8.799999999999999,None,In Stock,4.2,4490
2026-03-09,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1935.31,186837.06,3.2,None,In Stock,4.3,917
2026-03-09,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1902.25,188007.49,4.8,None,In Stock,4.9,1665
2026-03-09,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,196.21,19375.45,40.400000000000006,None,Low Stock,4.6,6451
2026-03-09,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,199.74,19719.58,39.300000000000004,None,In Stock,4.8,7599
2026-03-09,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,199.09,19834.9,39.5,None,Out of Stock,4.9,2645
2026-03-09,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,358.46,35205.11,40.2,None,Out of Stock,4.2,2930
2026-03-09,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,365.15,36137.73,39.0,None,Out of Stock,4.3,6280
2026-03-09,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,355.15,35123.84,40.699999999999996,None,Out of Stock,4.8,4665
2026-03-09,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,484.15,47985.92,39.4,None,In Stock,4.6,5719
2026-03-09,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,485.37,47630.83,39.300000000000004,None,Low Stock,4.7,6110
2026-03-09,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,480.9,46792.07,39.800000000000004,None,In Stock,4.3,8841
2026-03-09,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,909.03,90202.79,9.0,None,Out of Stock,4.3,1725
2026-03-09,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,910.26,90133.65,8.9,None,In Stock,4.4,1470
2026-03-09,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,886.9,86972.71,11.200000000000001,None,In Stock,4.7,1766
2026-03-09,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,902.81,89011.32,24.7,None,Low Stock,4.6,4924
2026-03-09,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,910.57,90175.79,24.099999999999998,None,Low Stock,4.5,4184
2026-03-09,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,78302,350.16,29310.13,56.2,None,Out of Stock,4.0,9944
2026-03-09,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,487.25,47231.55,39.0,None,Out of Stock,4.2,8368
2026-03-09,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,604.25,60232.91,39.5,None,Out of Stock,4.5,7284
2026-03-09,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,480.43,47015.26,39.900000000000006,None,Low Stock,4.6,6189
2026-03-09,Amazon,iPhone,iPhone 13 128GB,New,799,78302,474.79,46614.18,40.6,None,Out of Stock,4.9,7539
2026-03-09,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,351.48,29393.41,56.00000000000001,None,Low Stock,4.1,4734
2026-03-09,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,802.73,78983.02,33.1,None,Out of Stock,4.3,4798
2026-03-09,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,594.73,51524.16,50.4,None,Low Stock,3.9,7817
2026-03-09,Amazon,iPhone,iPhone 14 128GB,New,799,78302,492.29,48284.02,38.4,None,Low Stock,4.3,5552
2026-03-09,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,502.16,49736.09,37.2,None,In Stock,4.7,5671
2026-03-09,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,693.77,69197.91,30.599999999999998,None,Low Stock,4.4,5546
2026-03-09,Amazon,iPhone,iPhone 15 128GB,New,799,78302,594.83,59356.59,25.6,None,Low Stock,4.7,3477
2026-03-09,Amazon,iPhone,iPhone 15 128GB,New,799,78302,596.06,58158.1,25.4,None,In Stock,4.5,2984
2026-03-09,Flipkart,iPhone,iPhone 15 128GB,New,799,78302,608.99,60095.23,23.799999999999997,None,In Stock,4.2,3399
2026-03-09,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,117502,733.91,61311.89,38.800000000000004,None,Low Stock,4.2,4618
2026-03-09,Amazon,iPhone,iPhone 16 128GB,New,799,78302,700.44,67318.29,12.3,None,In Stock,4.6,855
2026-03-09,Amazon,iPhone,iPhone 16 128GB,New,799,78302,700.36,68889.01,12.3,None,In Stock,4.7,2623
2026-03-09,Amazon,iPhone,iPhone 16 128GB,New,799,78302,688.02,66520.82,13.900000000000002,None,In Stock,4.8,2529
2026-03-09,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,689.54,68845.36,13.700000000000001,None,In Stock,4.5,1374
2026-03-09,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1015.76,97803.58,7.6,None,In Stock,4.8,2303
2026-03-09,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,991.39,95656.94,9.8,None,In Stock,4.3,1120
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,851.85,82741.86,-0.3,None,Out of Stock,4.9,579
2026-03-09,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,849.74,83908.89,-0.1,None,In Stock,4.3,960
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,849.58,84505.56,-0.1,None,In Stock,4.6,718
2026-03-09,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,591.55,49807.31,30.3,None,In Stock,4.0,961
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,843.4,81846.13,0.7000000000000001,None,Out of Stock,4.8,421
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,838.17,83465.19,1.3,None,Out of Stock,4.5,591
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,858.09,85007.73,-1.0999999999999999,None,Low Stock,4.8,379
2026-03-09,Amazon,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,83202,617.22,52982.67,27.3,None,In Stock,4.1,391
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,844.4,82995.57,0.5,None,In Stock,4.9,664
2026-03-09,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,853.19,82936.46,-0.5,None,In Stock,4.9,833
2026-03-09,Amazon,iPhone,iPhone 17 128GB,New,849,83202,850.7,82072.72,-0.2,None,Out of Stock,4.6,1021
2026-03-09,Flipkart,iPhone,iPhone 17 128GB,New,849,83202,837.3,82173.99,1.4000000000000001,None,In Stock,4.5,781
2026-03-10,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,253.54,25030.48,40.9,None,Low Stock,4.9,9733
2026-03-10,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,261.07,25334.58,39.1,None,Low Stock,4.5,10853
2026-03-10,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,252.6,24531.31,41.099999999999994,None,Out of Stock,4.2,8865
2026-03-10,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,258.36,25128.65,39.800000000000004,None,In Stock,4.8,7973
2026-03-10,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,205.02,17382.97,52.2,None,In Stock,4.2,4939
2026-03-10,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,257.28,25252.86,40.0,None,Out of Stock,4.6,7195
2026-03-10,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,262.3,25858.07,38.9,None,Low Stock,4.3,5093
2026-03-10,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,217.52,18367.28,49.3,None,In Stock,4.0,3512
2026-03-10,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,256.08,25051.84,40.300000000000004,None,In Stock,4.8,2596
2026-03-10,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,42042,194.11,16662.65,54.800000000000004,None,In Stock,3.9,3680
2026-03-10,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,334.2,32389.93,22.1,None,Low Stock,4.6,1893
2026-03-10,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,328.08,31539.47,23.5,None,In Stock,4.9,2137
2026-03-10,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,333.39,32932.64,22.3,None,In Stock,4.7,2933
2026-03-10,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,42042,234.19,19979.73,45.4,None,Low Stock,3.8,1527
2026-03-10,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,603.56,59171.47,24.5,None,In Stock,4.6,2341
2026-03-10,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,607.05,58835.47,24.0,None,In Stock,4.3,3603
2026-03-10,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,588.43,58684.2,26.400000000000002,None,In Stock,4.8,3967
2026-03-10,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,440.19,36754.75,55.900000000000006,None,In Stock,4.1,5844
2026-03-10,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,603.37,59523.63,39.6,None,Out of Stock,4.8,5624
2026-03-10,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,600.03,59044.44,39.900000000000006,None,Low Stock,4.7,7428
2026-03-10,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,913.96,88663.79,23.799999999999997,None,Low Stock,4.6,6490
2026-03-10,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,884.56,87200.4,19.5,None,Low Stock,4.6,3202
2026-03-10,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,882.34,85191.51,19.7,None,In Stock,4.8,3818
2026-03-10,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1590.78,156047.87,20.4,None,Out of Stock,4.4,6050
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1228.7,106227.86,38.5,None,In Stock,4.3,3630
2026-03-10,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1723.13,166407.08,13.8,None,Low Stock,4.7,2303
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1724.49,166925.84,13.700000000000001,None,Out of Stock,4.3,5160
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1360.99,116460.06,31.900000000000002,None,Out of Stock,4.4,4604
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1768.23,173004.78,11.5,None,In Stock,4.9,3580
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1804.98,178628.06,9.700000000000001,None,Out of Stock,4.6,2220
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1810.9,176884.34,9.4,None,In Stock,4.4,4633
2026-03-10,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1413.75,122196.98,29.299999999999997,None,Low Stock,4.3,2342
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1911.66,187133.55,4.3999999999999995,None,In Stock,4.4,1844
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,195902,1345.18,112295.19,32.7,None,Low Stock,4.0,1746
2026-03-10,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1909.8,189977.14,4.5,None,In Stock,4.8,1998
2026-03-10,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1884.19,184238.93,5.7,None,In Stock,4.7,1255
2026-03-10,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,195.69,19482.35,40.5,None,In Stock,4.5,4943
2026-03-10,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,471.19,46589.5,41.0,None,Low Stock,4.6,9583
